index,timestamp,en_text,zh_opus,zh_translated
189,"00:12:00,827 --> 00:12:03,895","Notice how she answered first, did not allow her partner to speak,",所以 我来到这里似乎完全是一场误会,"看看她首先怎么回答, 她不允许她的伴侣说话,"
190,"00:12:03,920 --> 00:12:06,059","seems to be in a state of denial, and taps her foot",所以 我来到这里似乎完全是一场误会,"他似乎在一个否定的状态, 着她的脚."
191,"00:12:06,084 --> 00:12:07,769",when she's suppressing discomfort.,注意她如何率先作答,当她抑制不适时.
192,"00:12:08,461 --> 00:12:10,575","And observe the source of her discomfort,",她似乎处于否认状态,"观察她的源头. 感觉不舒服,"
193,"00:12:10,600 --> 00:12:12,599",represented by the disconnected affectation,当她压抑不适感时 会不自觉地抖腿,代表: 不连接的影响
194,"00:12:12,624 --> 00:12:14,588",of her emotionally insecure partner.,呵呵,她的情感不安全的伴侣.
195,"00:12:15,202 --> 00:12:18,930","But with hard work, they'll be on the same page by year two!",由她情感上缺乏安全感的搭档  所表现出的疏离做作所体现,"但如果他们努力工作,他们会 到第二年,你就会在同一页面上!"
196,"00:12:19,298 --> 00:12:22,557","But for now, let's begin by greeting our teammate.",一两年内  他们就能达成共识,"但现在,让我们开始. 通过问候我们的队友."
197,"00:12:22,691 --> 00:12:25,011","Who'd like to go first? Thank you, Joel.",一两年内  他们就能达成共识,"谁愿意先去? 谢谢你,乔尔."
198,"00:12:28,092 --> 00:12:30,883","Okay, unfortunately, Karen has chosen",谁想先来？,"好吧,不幸的是,卡伦选择了"
199,"00:12:30,908 --> 00:12:33,617",to see Joel's smile as a sign of aggression.,谢谢你 乔尔,看到Joel的微笑作为 一个侵略的迹象.
200,"00:12:33,907 --> 00:12:35,221","Hackles down, Karen.",不幸的是 凯伦选择将乔尔的微笑  视为一种攻击性表现,"哈克斯下来,卡伦."
201,"00:12:35,246 --> 00:12:36,775","Karen, hackles down.",不幸的是 凯伦选择将乔尔的微笑  视为一种攻击性表现,"凯伦,下."
202,"00:12:36,800 --> 00:12:38,720","Joel, the safe word is ""coconut!""",不幸的是 凯伦选择将乔尔的微笑  视为一种攻击性表现,"乔尔,安全的词是""子!"""
203,"00:12:39,109 --> 00:12:40,101",Coconut!,不幸的是 凯伦选择将乔尔的微笑  视为一种攻击性表现,子!
204,"00:12:42,440 --> 00:12:45,191","Okay, we have to set another meeting with the chief.",乔尔 安全词是“椰子！”,"好吧,我们必须设置另一个 与首席见面."
205,"00:12:45,258 --> 00:12:46,720",Promise we'll be better.,椰子,答应我们会变得更好.
206,"00:12:48,103 --> 00:12:49,287",Zebros...,好的,塞布罗斯.
207,"00:12:50,160 --> 00:12:52,334",You talk back less. Maybe not at all.,我们必须再和牛局安排一次会面  他承诺我们会做得更好,你更少回复. 也许根本没有.
208,"00:12:52,359 --> 00:12:56,251","Yeah, or we go with my playbook and we just lay low.",黑白配,"是的,或者我们去我的游戏手册 而我们只是保持低调."
209,"00:12:56,485 --> 00:12:59,535",We cannot prove ourselves if we are stuck in that room.,是啊 或者我们可以按我的计划行事 低调行事,我们不能证明自己 我们被困在那间房间里.
210,"00:12:59,560 --> 00:13:02,400","And if we complain to Chief Beef, he'll just make us stay longer.",是啊 或者我们可以按我的计划行事 低调行事,"如果我们向牛长抱怨, 他只会让我们呆得更长时间."
211,"00:13:02,425 --> 00:13:06,162","Play it smart, stay off the radar, and don't let it get to you, okay?",如果我们被困在那个房间里 我们就无法证明自己,"玩得很聪明,远离雷达, 不要让它影响你,好吗?"
212,"00:13:06,262 --> 00:13:08,807",Cause we are the dream team.,他只会让我们待得更久,因为我们是梦想团队.
213,"00:13:11,384 --> 00:13:12,464","Sorry, Paul.",因为我们是......梦之队,"我很抱歉,保罗."
214,"00:13:15,960 --> 00:13:17,200","Oh, roll out the red carpet.",对不起 保罗,起红地毯.
215,"00:13:17,225 --> 00:13:18,560",Here's the Supercops.,对不起 保罗,这是超级警察.
216,"00:13:19,700 --> 00:13:21,095",What does the fox say?,铺开红毯！超级警察们来了！,狐说什么?
217,"00:13:21,139 --> 00:13:23,628","- You suck. - Easy, partner.",铺开红毯！超级警察们来了！,"- 你很糟糕. - 放松,伙伴."
218,"00:13:23,780 --> 00:13:24,940",Let me ask you something.,嘿 狐狸是怎么叫的？,让我问你一个问题.
219,"00:13:25,090 --> 00:13:27,557",- Do you think we're a good team? - Of course.,嘿 狐狸是怎么叫的？,"- 你认为我们是一个好团队吗? - 是的,当然."
220,"00:13:28,080 --> 00:13:33,104",I just... I just wish I knew what we had to do to prove it to everyone else.,我想问你一件事,我只是...我只是希望我知道我们必须做什么 为了向其他人证明.
221,"00:13:33,182 --> 00:13:36,552",Or maybe we don't have to prove anything to anybody.,我只希望我知道我们该怎么做,或许我们没有 为了向任何人证明任何事.
222,"00:13:39,670 --> 00:13:40,570",We do.,或许我们根本无需向任何人证明什么,我们知道.
223,"00:13:40,890 --> 00:13:41,718",Forever.,或许我们根本无需向任何人证明什么,永远.
224,"00:13:42,222 --> 00:13:45,840","And the sooner everyone sees a fox and a bunny can be great partners, the better.",我们会的  永远都会！,"每个人都会看到一只狐 子可以成为伟大的伙伴,更好."
225,"00:13:45,920 --> 00:13:47,766",Enjoy it. I got two.,而且越早让大家明白这一点越好,享受它. 我有两个.
226,"00:13:47,791 --> 00:13:49,485",I'd rather chew off my own arm.,而且越早让大家明白这一点越好,我宁愿掉自己的手臂.
227,"00:13:49,510 --> 00:13:50,940",Happy anniversary!,而且越早让大家明白这一点越好,快乐的一周年!
228,"00:14:26,608 --> 00:14:29,975","So, saw you on TV. You okay?",我在电视上看到你了,"看到你在电视上,你好吗?"
229,"00:14:30,000 --> 00:14:32,255","- Everything's fine, Mom. - Uh-oh.",我在电视上看到你了,"-一切都很好,. - -."
230,"00:14:32,280 --> 00:14:34,160",Everyone knows fine is a cry for help.,你还好吗？一切都好 妈妈,每个人都知道好是求助的呼声.
231,"00:14:34,320 --> 00:14:35,600",You know who else cried for help?,你还好吗？一切都好 妈妈,你知道还有谁叫救吗?
232,"00:14:35,800 --> 00:14:37,455",That dik-dik stuck in that tuba.,哦 是啊 大家都知道“一切都好”其实是求救信号,那个子在那个管子里.
233,"00:14:37,480 --> 00:14:38,655","Oh, him and the dik-dik.",你知道  还有谁哭着求救吗？,",他和那个子."
234,"00:14:38,680 --> 00:14:40,215",What does your fox partner say?,那只小犬羚卡在了大号里了  哦 他和那只小羚羊,你的狐伴侣说什么?
235,"00:14:40,240 --> 00:14:44,040","Well, Nick's not really a talker.",你的狐狸伙伴怎么说,尼克并不是一个说话的人.
236,"00:14:44,720 --> 00:14:47,244","Well, you two are very different.",哦  尼克其实不太爱说话,"好吧,你们两个是非常不同的."
237,"00:14:47,568 --> 00:14:49,655","Small town hero, raised on a farm.",哦 你们俩真是截然不同,"一个小镇的英雄,在农场上长大."
238,"00:14:49,680 --> 00:14:51,735","Big city crook, raised on the streets.",哦 你们俩真是截然不同,在街上长大的城市骗子.
239,"00:14:51,760 --> 00:14:55,295",I pray every day that you'll come back home and make babies.,在街头长大的大城市混混,"我每天都祈祷你 回家,生孩子."
240,"00:14:55,320 --> 00:14:57,120",Just remember the first rule of partnerships.,我每天都祈祷你能回家生儿育女,记住第一个 合作伙伴关系的规则.
241,"00:14:57,280 --> 00:15:00,175",- You can be right or you can be happy. - That's true.,记住合作的第一条规则,"- 你可能是对的,或者你可能是快乐的. - 这是真的."
242,"00:15:00,200 --> 00:15:03,295",There's nothing wrong with dying a little inside so you can meet in the middle.,或者也可以选择快乐 这是真的    内心深处经历一点点痛苦也没什么错,"一点死也没什么错. 在里面,你可以在中间见面."
243,"00:15:03,320 --> 00:15:04,615","Honey, you're pushing me out.",或者也可以选择快乐 这是真的    内心深处经历一点点痛苦也没什么错,"亲爱的,你把我推出去了."
244,"00:15:04,640 --> 00:15:05,775",I want to make sure I can be seen.,或者也可以选择快乐 这是真的    内心深处经历一点点痛苦也没什么错,我想确保有人能看到我.
245,"00:15:05,800 --> 00:15:07,520","- Well, if she could see both of us. - Okay, gotta go!",所以你们可以各退一步,"- 如果她能看到我们两个. - 好吧,我必须走!"
246,"00:15:07,545 --> 00:15:08,695","- Work to do. - Bye, bun-bun.",我想确保自己能被人看到  唉 要是她 能看到我们两个就好了,"- 有工作要做. - 别见,子."
247,"00:15:08,720 --> 00:15:09,840",Everything's gonna be fine.,我想确保自己能被人看到  唉 要是她 能看到我们两个就好了,一切都会很好.
248,"00:15:09,865 --> 00:15:11,615",- You two just need a new case. - Got it.,我得走了 还有工作要做     再见宝宝  事情就会好起来的,-你们两个只需要一个新案例. - 得到了.
249,"00:15:11,640 --> 00:15:13,200","- Love you. - Hey, maybe try to find that dik-dik!",我得走了 还有工作要做     再见宝宝  事情就会好起来的,"- 我爱你. - ,也许试着找到那个子!"
250,"00:15:13,225 --> 00:15:13,680",Bye.,你们俩只需要一个新案子,别见你.
251,"00:15:24,440 --> 00:15:26,520",Ding-ding-ding-ding-dingeringeding!,明天的天气……,",,,,,,,,!"
252,"00:15:27,000 --> 00:15:29,008",Squeal of Fortune!,明天的天气……,幸运的声!
253,"00:15:29,231 --> 00:15:32,088","Tomorrow's weather is, again, everything!",明天的天气……,明天的天气又是一切!
254,"00:15:32,112 --> 00:15:36,697",To announce that the long-awaited Tundratown expansion will be starting soon.,宣布期待已久的苔原镇扩建工程即将启动,为了宣布长期等待的 突纳镇的扩建将很快开始.
255,"00:15:36,809 --> 00:15:40,715",Residents continue to raise concerns about the future of their neighborhood.,宣布期待已久的苔原镇扩建工程即将启动,居民继续提出担忧 关于他们的邻居的未来.
256,"00:15:40,994 --> 00:15:46,775","But tonight, we put our differences aside and celebrate at the Zootennial Gala,",但今晚我们搁置分歧,"但今晚,我们把我们的分歧 在动物园年会上庆祝,"
257,"00:15:46,800 --> 00:15:49,975",where the Lynxley Journal will be on display for the first time,齐聚动物嘉年华盛典共襄盛事,"""林克斯利日报""将在哪里? 首次展出"
258,"00:15:50,000 --> 00:15:53,963","in a century, following an infamous reptile attack.",林雪猁日记 将在此迎来百年来的首次展出,"在一个世纪内, 一个臭名昭著的爬行动物袭击."
259,"00:15:54,711 --> 00:15:58,115","The Lynxley Journal, containing the patented weather wall plans,",在一次臭名昭著的爬行动物袭击事件之后,"""林克斯利日报"", 包含专利的天气墙图,"
260,"00:15:58,204 --> 00:16:01,560","was originally written by Ebenezer Lynxley, bringing the whole-",林雪猁日记 其中包含已获专利的防风雨墙设计图,"它最初由 Ebenezer Lynxley 撰写, 带来了整个--"
261,"00:16:16,929 --> 00:16:19,019",Same catering company.,同一家餐饮公司,同一个餐饮公司.
262,"00:16:32,005 --> 00:16:33,400",The Lynxley Journal.,林雪猁日记,林克斯利日报.
263,"00:16:41,878 --> 00:16:43,112",Truth bomb!,真相炸弹：气候墙百年纪念日,真相炸弹!
264,"00:16:43,137 --> 00:16:47,720",The 100th anniversary of the weather walls is also the 100th anniversary,真相炸弹：气候墙百年纪念日,气候墙的100周年纪念日 也是100周年纪念日.
265,"00:16:47,820 --> 00:16:50,480",of Zootopia's only snake attack.,亦是动物城诞辰百年纪念日,动物园唯一的蛇袭击.
266,"00:16:50,800 --> 00:16:52,925",The victim? A tortoise.,受害者是一只乌龟,受害者? 一个.
267,"00:16:53,003 --> 00:16:57,595","The Lynxley family maid, who was fanged while stopping",林雪猁家的女仆,"林克斯利家庭的女仆, 在停下来时被住的."
268,"00:16:57,624 --> 00:17:01,485",a venomous snake from stealing the Lynxley Journal.,她在阻止毒蛇窃取林雪猁日记时 被毒蛇咬伤了,有毒的蛇. 偷了林克斯利日报.
269,"00:17:01,742 --> 00:17:08,293","No one has seen a snake in Zootopia since, but I'm convinced one will return.",但我确信其中一位终将归来,"从那以后,没有人见过动物园里的蛇. 但我相信一个人会回来."
270,"00:17:08,405 --> 00:17:14,880","My only question is, is he going to be wearing half a pants or one long sock?",我唯一的问题是 他打算只穿半截裤子  还是只穿一条长袜？,"我唯一的问题是,他是否会 穿半子还是长子?"
271,"00:17:19,990 --> 00:17:22,240",You say justice is dead.,你说正义已死,你说正义已经死了.
272,"00:17:22,520 --> 00:17:24,800","I say, neigh!",我说.......非也......嘿吼呜,"我说,!"
273,"00:17:29,600 --> 00:17:31,295","Well, well, you missed me already, huh?",我说.......非也......嘿吼呜,"你已经想念我了,?"
274,"00:17:31,320 --> 00:17:32,691",The stolen van with the snake skin,哇哦 你已经开始想我了 是吗？,有蛇皮的被盗货车
275,"00:17:32,716 --> 00:17:35,411",is from the same catering company that's working the gala.,那辆被盗的蛇蜕面包车  来自为晚宴提供餐饮服务的公司   嗯哼,是同一家餐饮公司的 这就是演唱会工作.
276,"00:17:35,447 --> 00:17:38,491",- This is you studying your partner book? - Listen to me.,这是你在研究你的搭档手册吗？,- 这是你学习你的伴侣书? - 听我说.
277,"00:17:38,520 --> 00:17:41,280",Venomous snakes tried to steal the Lynxley's journal before.,毒蛇曾试图窃取林雪猁日记,毒蛇试图偷东西 之前的林克斯利日记.
278,"00:17:41,320 --> 00:17:43,415",What if they're back in town to steal it again?,如果他们又回到镇上去偷东西呢？,如果他们回来了? 在城里再偷了吗?
